Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Global_Sales_Log
XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,6.2,1.6524974018945473
X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,4.2,1.6524974018945473
PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,8.7,1.6505798557652755
PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,7.8,1.6505798557652755
PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,7.8,1.6505798557652755
PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,7.5,1.6486586255873816
PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,7.1,1.6467336971777973
X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,7.2,1.6467336971777973
X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,7.4,1.6448050562713916
NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,7.4,1.6428726885203377
PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,7.3,1.6409365794934714
NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,7.4,1.6409365794934714
PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,7.4,1.6409365794934714
PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,7.7,1.6370530794670737
PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,9.1,1.6331544390514163
SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,7.7,1.6331544390514163
PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,7.4,1.631199404215613
SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,7.6,1.62924053973028
PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,7.9,1.6272778305624314
PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,8.4,1.6253112615903906
PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,8.9,1.623340817603092
PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,8.2,1.6213664832993742
X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,8.1,1.6193882432872684
X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,8.3,1.6193882432872684
Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,6.0,1.6193882432872684
PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,6.3,1.6193882432872684
PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,7.1,1.6193882432872684
PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,8.5,1.6193882432872684
PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,7.7,1.6174060820832772
N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,7.4,1.6154199841116479
NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,7.4,1.6114359150967734
PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,7.1,1.6054298910365616
X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,8.6,1.6034198401085373
PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,9.2,1.6034198401085373
PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,4.9,1.601405740736836
PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,7.6,1.599387576580599
Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,8.0,1.599387576580599
PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,8.0,1.597365331199831
DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,8.8,1.597365331199831
GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,7.7,1.5912739418064292
Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,8.7,1.589235205116581
PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,8.7,1.589235205116581
3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,8.7,1.5871923034867808
PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,8.1,1.5851452198650557
PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,6.7,1.5851452198650557
PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,8.6,1.5830939370944985
NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,7.8,1.5830939370944985
PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,7.4,1.5830939370944985
3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,7.5,1.578978704949392
PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,9.1,1.578978704949392
PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,7.9,1.5769147207285403
PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,7.1,1.5769147207285403
GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,7.4,1.5748464676644813
PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,3.7,1.5748464676644813
DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,4.0,1.5748464676644813
PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,7.0,1.5686159179138452
Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,6.9,1.5665304114228238
PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,7.4,1.5623463049002497
DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,7.8,1.5623463049002497
X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,7.5,1.5602476682433286
PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,8.0,1.5602476682433286
PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,7.7,1.556037135706985
PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,7.5,1.5539252025038417
Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,7.4,1.551808799597464
PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,7.4,1.551808799597464
Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,7.9,1.5496879080283263
PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,8.8,1.5496879080283263
PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,8.1,1.5496879080283263
PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,7.6,1.547562508716013
GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,7.8,1.547562508716013
DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,7.1,1.541159071680806
PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,8.5,1.541159071680806
XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,7.4,1.5390154481375546
DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,7.3,1.5390154481375546
PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,8.4,1.536867219599265
N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,7.7,1.536867219599265
PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,7.9,1.536867219599265
PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,8.7,1.534714366238164
N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,7.5,1.5325568680981427
PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,7.9,1.5325568680981427
PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,8.9,1.5303947050936475
Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,7.6,1.5303947050936475
PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,7.6,1.5303947050936475
PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,8.7,1.5282278570085572
PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,7.4,1.5282278570085572
PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,7.7,1.5282278570085572
GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,8.5,1.5260563034950494
PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,6.9,1.5238800240724537
PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,9.0,1.5238800240724537
Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,6.2,1.5238800240724537
DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,8.0,1.5216989981260935
PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,7.6,1.5216989981260935
PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,7.7,1.5173226235262947
PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,7.8,1.5129270120532565
PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,6.8,1.5129270120532565
PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,7.4,1.5129270120532565
PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,7.9,1.5107219394949427
PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,7.4,1.5107219394949427
PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,7.4,1.5085119938441398
X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,7.5,1.5085119938441398
PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,7.7,1.5085119938441398
X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,7.9,1.5062971535145868
SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,7.7,1.5062971535145868
XOne,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,4.1,1.5040773967762742
NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,7.4,1.5040773967762742
X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,7.5,1.5040773967762742
X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,8.3,1.501852701754163
PS2,2007,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,6.4,1.501852701754163
PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,5.8,1.501852701754163
X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,8.7,1.4996230464268938
X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,5.6,1.4996230464268938
X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,8.6,1.4973884086254774
DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.46,7.4,1.4951487660319727
DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,8.8,1.4951487660319727
DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,8.4,1.4929040961781488
3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,7.8,1.4906543764441333
X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,8.2,1.4906543764441333
PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,8.3,1.4906543764441333
SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,7.8,1.4861396960896067
PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,8.0,1.4861396960896067
PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,8.2,1.4838746894587547
PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,8.9,1.4838746894587547
GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,7.4,1.4838746894587547
PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,6.7,1.4816045409242156
PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,8.4,1.47932922708708
PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,8.2,1.47932922708708
PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,6.8,1.47932922708708
X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,7.9,1.4770487243883548
XOne,2014,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,5.5,1.4747630091074988
PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,7.6,1.4724720573609429
N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,7.4,1.4724720573609429
PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,8.5,1.4701758451005928
PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,7.6,1.4678743481123135
DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,7.1,1.4655675420143985
PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,8.5,1.4655675420143985
PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,7.7,1.4655675420143985
3DS,2015,Action,Capcom,0.27,0.21,2.79,0.05,3.32,7.4,1.463255402256019
PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,7.2,1.463255402256019
DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,7.8,1.4609379041156565
PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,8.5,1.4609379041156565
X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,7.9,1.4586150226995167
PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,8.7,1.4539530095937054
3DS,2014,Role-Playing,Nintendo,0.09,0.0,3.18,0.01,3.28,7.8,1.4539530095937054
XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,7.5,1.4539530095937054
PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,8.0,1.4516138272405332
DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,9.2,1.449269160281279
PSP,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25,7.4,1.4469189829363254
XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,4.4,1.4469189829363254
Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,4.6,1.4469189829363254
PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,7.6,1.4445632692438664
PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,5.9,1.4445632692438664
PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,7.7,1.4422019930581866
XOne,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,7.2,1.4422019930581866
PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,7.4,1.43746264769429
WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,8.7,1.43746264769429
PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,7.6,1.4350845252893227
NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,7.4,1.4350845252893227
SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,7.6,1.4350845252893227
SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,7.8,1.4327007339340463
PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,8.6,1.430311246536665
PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,8.1,1.430311246536665
PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,8.0,1.430311246536665
X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,7.6,1.4279160358107101
PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,7.7,1.4279160358107101
PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,9.1,1.4279160358107101
GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,8.9,1.423108334242607
PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,6.5,1.420695787837223
DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,8.0,1.420695787837223
PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,9.0,1.4182774069729414
Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,6.8,1.4182774069729414
PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,7.4,1.415853163361435
N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,7.4,1.415853163361435
DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,8.5,1.415853163361435
NES,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,7.8,1.415853163361435
DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,9.0,1.4134230285081433
PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,7.8,1.4134230285081433
DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,7.8,1.4134230285081433
PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,8.0,1.410986973710262
3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,8.9,1.410986973710262
PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,5.4,1.410986973710262
X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,8.9,1.410986973710262
PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,7.9,1.4085449700547104
PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,7.9,1.4060969884160703
NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,7.4,1.4060969884160703
GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,7.7,1.4036429994545037
PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,7.8,1.4036429994545037
Wii,2007,Action,Warner Bros. Interactive Entertainment,1.8,0.97,0.0,0.29,3.06,7.9,1.4011829736136412
3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,6.9,1.3987168811184478
PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,3.9,1.3987168811184478
X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,8.2,1.3987168811184478
DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,8.0,1.3987168811184478
X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.04,7.4,1.3962446919730587
X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,5.8,1.3962446919730587
PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,7.7,1.3937663759585917
PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,7.7,1.3937663759585917
X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,8.1,1.3937663759585917
XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,8.5,1.3912819026309298
NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,7.6,1.3912819026309298
PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,7.4,1.3912819026309298
PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,6.3,1.3887912413184778
PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,8.1,1.3887912413184778
X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,8.6,1.3862943611198906
Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,7.0,1.3862943611198906
X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,7.2,1.3862943611198906
PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,9.2,1.3862943611198906
PS2,2007,Fighting,Unknown,1.57,1.02,0.0,0.41,3.0,7.6,1.3862943611198906
SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,7.4,1.3837912309017721
PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,6.6,1.3837912309017721
PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,9.1,1.3837912309017721
PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,8.5,1.3837912309017721
PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,5.9,1.3762440252663892
PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,8.1,1.3762440252663892
PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,7.8,1.3762440252663892
PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,7.8,1.3762440252663892
XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,6.4,1.3737155789130306
PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,8.5,1.3737155789130306
N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,7.4,1.3711807233098425
PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,9.0,1.3711807233098425
PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,7.6,1.3711807233098425
GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,7.8,1.3711807233098425
X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,7.3,1.3711807233098425
PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,8.3,1.3686394258811698
DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,8.8,1.366091653802371
XOne,2013,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,4.3,1.366091653802371
X360,2014,Sports,Electronic Arts,0.79,1.92,0.0,0.21,2.92,4.2,1.366091653802371
GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,7.7,1.3635373739972745
X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,8.7,1.3635373739972745
PS2,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9,8.6,1.3609765531356006
PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,9.0,1.3609765531356006
X360,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.89,6.8,1.358409157630355
PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,8.9,1.358409157630355
Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,5.3,1.358409157630355
PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,7.7,1.358409157630355
Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,7.4,1.358409157630355
PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,7.4,1.355835153635182
DS,2007,Simulation,Ubisoft,1.3,1.26,0.0,0.31,2.87,7.7,1.3532545070416904
PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,7.4,1.3532545070416904
X360,2012,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,5.8,1.3506671834767394
XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,8.7,1.3506671834767394
PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,7.8,1.3480731482996928
PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,7.8,1.3480731482996928
SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,7.4,1.3480731482996928
N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,7.7,1.3480731482996928
PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,8.4,1.3454723665996355
X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,6.1,1.3428648031925547
PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,7.6,1.3428648031925547
X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,8.9,1.3428648031925547
GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,9.3,1.3402504226184837
PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,8.2,1.3402504226184837
GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82,7.0,1.3402504226184837
Wii,2011,Sports,Majesco Entertainment,1.51,1.03,0.0,0.27,2.81,7.4,1.3376291891386096
PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81,7.6,1.3376291891386096
PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,7.5,1.3376291891386096
PS3,2012,Racing,Electronic Arts,0.71,1.46,0.06,0.58,2.81,7.4,1.3376291891386096
DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.8,7.6,1.33500106673234
PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,7.6,1.33500106673234
PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,7.4,1.332366019094335
PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,7.7,1.332366019094335
PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,7.6,1.332366019094335
PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,7.9,1.332366019094335
SNES,1992,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79,7.8,1.332366019094335
PS,1996,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79,7.6,1.332366019094335
3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,7.8,1.332366019094335
PS2,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,8.6,1.332366019094335
PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,8.2,1.3297240096314962
PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,7.7,1.3297240096314962
PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,7.2,1.3297240096314962
Wii,2011,Action,Activision,1.35,1.13,0.0,0.3,2.78,5.6,1.3297240096314962
PC,2011,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,7.5,1.3297240096314962
